is the worst messed up both of my orders what a waste of money	neg	-0.8519
i love you so much	pos	0.6369
a rat that has not partaken in the ingestion of alcohol or illegal narcotics	neg	-0.5574
why do i have to work	neu	0.0
cutie jeon jungkook am i right	pos	0.3612
fatality accident apd ems on the scene in on burleson rd near stassney	neg	-0.8225
so do not you dare kick a fuss over something that was your fandoms fault	neg	-0.4019
but will he be there at 28 god i hope so	pos	0.7579
when i have the time just to be clear	pos	0.3818
breakfast then head to the office with a hangover	neu	0.0
he saw a white box in the snow	neu	0.0
then bn im sleeping so u can sleep even though i slept 3792203847 28 hrs today	neu	0.0
speaking for the trees hope despair and regrowth in tasmania is charred wilderness	pos	0.1531
cnn the impeachment of president park geunhye will usher in new leadership that could take a vastly different	neu	0.0
lmao see and even now their grp is in chile and their own fandom cant stop the damn chaos there	pos	0.5181
i really wanna read captain moose is comic on tapastic but i do not have time	neu	0.0
my hero n ncongrats is looking pretty wonderful	pos	0.8885
company is in those dms you curve	neu	0.0
ａｎｇｅｌｉｑｕｅｍａｒｉｅｌ the other day …	neu	0.0
and now you say i changed like im doing all of this to stay the same	pos	0.3612
no frauds was still trash tho and i will continue to jack that despite the popularity it will amass solely based off of who is on it	neg	-0.7937
fuck you	neg	-0.5423
he got bit by a poisonous spider watch when we squeezes the wound	neg	-0.5719
if you are having a bad breath this	neg	-0.5423
bitches u0001f91e	neg	-0.5994
happy birthday baby brother love you	pos	0.836
leafs picking up wins in games they need to this is where they have to push for the playoffs	pos	0.5719
lol go watch this video if you breath air lol	pos	0.6808
whew not apart of the collection	neu	0.0
i trust your artistic representation of me	pos	0.5106
the main events of the novel take place in the summer of 1922 nick carraway a yale graduate and veteran of the great war from the midwest —	pos	0.3612
what you focus on will develop	neu	0.0
i came out to have a asleep time but honestly im feeling so blue right now	pos	0.6956
listen taehyung is improving so much his high note in stigma i am so proud	pos	0.7777
note i copied these tweets from a kboos thread about korean couples skdjsjd dont attack me no one did but js	pos	0.3007
yeah i will stop now ill stop saying the fact that jimin is big good bye	neg	-0.2732
cancel the osiris shrine circus in wheeling wv	neg	-0.25
guess it was not meant to be so it is what it is and it hurt me so bad i even shed tears	neg	-0.8439
thanks cody mccasland for following me i hope you enjoy my content	pos	0.8402
what the fuck	neg	-0.5423
but im just goin continue to enjoy my night 🤗	pos	0.6486
im watching fifty shades darker 2017	neu	0.0
how to be a business rapper getting to the money	neu	0.0
wanting to talk nso dm if you want to	neu	0.0772
i miss u	neg	-0.1531
you are unbelievably talented and im more than happy to share your work ️	pos	0.868
my polish is 10x better than the two of you wannabe polish peoe	pos	0.4404
will protect for the rest of my life	pos	0.3818
im down	neu	0.0
69 rts and i will get an ass tat	neg	-0.5423
you are hallucinating	neu	0.0
wtf is your background why do you have a dr seuss background	neg	-0.5859
i feel like a whole new person now that im bald me likey	pos	0.3612
this has been the best year of my life i have never been so happy	pos	0.8733
tex — lock the bike lock made of hightech textiles u3000https うーん … 。	neu	0.0
transfer talk man united face a battle to keep hold of jesse lingard with both chelsea and arsenal lurking the sun espn …	neu	-0.0772
going on wednesday and i can ’ t wait	neu	0.0
damnit ross you havent set it to animation yet	neg	-0.5267
you know nothing about scuba people can talk when they have tools	neu	0.0
swearing is seriously so cool like there is certain words you can say that just make you feel better	pos	0.7946
new season of samurai jack tonight and i have never been more excited in my life	neg	-0.3078
thanks mono for following me i hope you enjoy my content	pos	0.8402
i wrote it for the lulz	pos	0.4588
everybody going through something i dont feel sorry for anyone	neu	0.0572
i love that exterior design	pos	0.6369
one weekend im actually gonna be the one turning up till then the shorties keep it lit …	neu	0.0
this is totally a little you lol	pos	0.4186
the nba schedule has given teams more headaches despite less backtobacks	neu	0.0
the administration went rogue in that moment	neu	0.0
next you ll tell us how you have many black friends too	pos	0.4767
if not you need to get on to about it	neu	0.0
i do not have the patience and i was getting baked out there	neu	0.0
lmaooo got your ass	neg	-0.5423
yes will not watch get out with me cus she is not about thrillers so im going one a date with another important woman my mom	pos	0.5308
i do not hate much teachers but there is one i would really like to fucking murder	neg	-0.5108
okay i am sleepy again	pos	0.2263
im connecting front the builtin twitter browser on iphone maybe it is faster from desktop	neu	0.0
say hi to the gators for me	neu	0.0
thanks for the recent follow much appreciated want this it is free	pos	0.8689
im a steelers fan too	pos	0.3182
i added a video to a playlist gamer central music star trek beyond theme on guitar	neu	0.0
and toronto won so rip the islanders	pos	0.5719
i be in my zone once i start riding to a song for a song i like	pos	0.3612
im tired of you being a victim i was fired just say i respect our presidents decision support 100	neg	-0.4215
this time we lost but more nominations and awards will come nim so proud of us	pos	0.8816
silences crowd finishes in the 2nd	neu	0.0
finding the best memes today	pos	0.6369
you cannot be ever slipping you gota show you different	neu	0.0
disneyland needs to learn what the happiest place on earth means	pos	0.6369
damn i was supposed to stop by nutrizone today	neg	-0.5994
i swear if kim flakes	neu	-0.0516
out and i was running out i looked at my crush she smiled i knew i must have impressed her so i had to make it look like	pos	0.8176
the best home remedies to get instant relief	pos	0.8074
nobody can bring you peace but yourself ralph waldo emerson	pos	0.3071
the incredible hulk 68 stone 6ft 3in monster	neu	0.0
you call it the irish goodbye i call it the i never wanted to be here in the first place see you in hell	neg	-0.6808
it is too much free information on youtube and the internet to pay for it	pos	0.4404
do you like mexican because i will wrap you in my arms and make you my baerito haha	pos	0.6705
even if i hit you once you part of my collection	neu	0.0
im earning in learn n earn cricket	neu	0.0
im working on just being a better me	pos	0.4404
a sunday morning breakfast of oats and black coffee and reading the newspaper no patients critical in the icu is bliss	neu	0.0516
reason 1 infinity why im low on the pels moving forward even with cousins in the fold	neg	-0.2732
doctors reveal the best way to attack a	pos	0.2732
im a fan of natural druidry on goread	pos	0.5859
can you guess nyou will never guess	neu	0.0
for the second year in a row takes third overall in state	neu	0.0
yea i guess but that game is unplayable now	neu	0.0
when you get a certain picture from someone that was not suppose to go to you	pos	0.2732
hiii ️ starvo the deep ️ octopusangel	neu	0.0
congratulations to the sequoyah girls on winning state	pos	0.8074
understatement coach best in the country	pos	0.6369
no names the famous russian pole vaulter o	neg	-0.296
it is my first time in the middle of the megasport and it was pretty good	pos	0.7269
russia deploys troops around moscow to protect the	pos	0.3818
me in the store	neu	0.0
but the 5 a day roaming would have activated right	neu	0.0
sits on you	neu	0.0
oryt po thank you n	neg	-0.2732
my concept different if i am buying aspirin i has to be aspirin 110 or its fake	neg	-0.4767
omgee i am dead but it is true	pos	0.2617
the reviews flooding in a positive getting lost fantastic quests horizon seems to have it all	pos	0.7096
i love ms mansour is idea for helping students via	pos	0.7506
i only have two looks either mess or masterpiece	pos	0.3818
why does play the entirety of am every saturday night without fail we get it arctic monkeys are a thing	pos	0.6428
with a pompous attitude like he has i do not blame trump for firing him	pos	0.2815
you assume manny was willing to sign an extension then	neu	0.0
the entire gop is covering this up	neu	0.0
fuck you girl version free short movie sex	neu	-0.0516
that is a joke im a horrible goalie	neg	-0.3182
why does every sad boy in the past two weeks and i can get even postmortem	neg	-0.4767
the most bizarre stories from doctors about their	neg	-0.3804
some girls are in denial and will get mad at every girl but not her own boyfriend smh	neg	-0.6187
rapmonph rt happeesy send me all your questions here so i can in …	neu	0.0
after 20 years officiating teddy valentine still watches the ball instead of officiating his area there are 3 officiate for a reason	neu	0.0
roughhh night to say the least smh	pos	0.2411
it is so natural for me to avoid all things temporary that i do not realize that im doing it until i am	pos	0.2596
7 people who cheated death by surviving the	neg	-0.7184
my alter ego name is jas monae i didn t pick my name	neu	0.0
im going for 81 points tonight	neu	0.0
russia deploys troops around moscow to protect the	pos	0.3818
road trip time with the family to laguna	neu	0.0
stand strong because haters cannot bring you down	neu	0.0258
funny how straight i see when im bent	pos	0.5859
not the same unless we were getting back two hours of sleep in the fall	neu	0.0
any and everything hurts my feelings	neg	-0.4767
i honestly wish i had a bestfriend that is actually willing to stay in my life and not replace me	pos	0.6908
i liked a video from makeup minute diy diamond glow mist	pos	0.6369
i was broke af i is not have nothing at all	neg	-0.4215
you are too good to me jake	pos	0.4404
adfhsdgj whats the drama with these two annoying asses	neg	-0.4019
introvert	neu	0.0
me jealous never experienced that emotion do not know the feeling	neg	-0.522
this is the c u t e st	neu	0.0
if it is a push mower you do not drop the blade you lower the wheels	neu	-0.0992
yeeeaaah i love u baby	pos	0.6369
i laugh so hard everytime i see this gd tweet	pos	0.4417
lots of the reviews of their stuff i read were like this is groundbreaking and its just kinda quirky idgi	pos	0.3612
ever seen d senate worried about sumtn important nanswer no	neg	-0.3818
i played the sandy caps mini game in paradise island 2 and my score was 142	pos	0.765
im in love with you body ∆	pos	0.6369
im earning in vayda	neu	0.0
when an essay is due at 4am and the time change makes you lose an hour of working on it	neg	-0.4019
sounds like i need to fly down the coast next year	pos	0.3612
wheres the promised dab	pos	0.3612
racism and bullying	neg	-0.8402
you win	pos	0.5859
this whole weekend has been the biggest rip of my life	neu	0.0
get the fuck of our page you fucking leach go suck jds cock you fucking fag	neg	-0.8923
finally found the perf past time	neu	0.0
ni so need to get caught up i am so far behind and apparently missing alot	neg	-0.296
i have the hugest headache ever	neu	0.0
beware if you find rubber band at your	neu	0.0
how you say you shooting with no gun 🤔	neg	-0.5574
might not have ended the way he wanted but no one can question his heart as a husky thank you best of luck at the next level	pos	0.9052
can you swing on him please	pos	0.3182
beautiful	pos	0.5994
good morning coders im all set up time to get to work have a good one	pos	0.7003
the best things in life are free the second best are very expensive n nnadineon asapmarsorpresa n	pos	0.9136
as much as i want to complain about resistance for not getting cut the real reason was that i went heavy slam eq on gigalith	neg	-0.4563
would you ever be a cheerleader — i used to be lol	pos	0.5719
oh ms sabrina i forgot to inform you that you did not birth all the seventeen kids yourself	neu	0.0
the new era will begin soon	neu	0.0
why do i always get the shifts where the president of the company walks in unannounced chill dude give me space	neu	0.0
everyone is turnt on snap chat and im over here watching rugrats with my dog smh	neg	-0.3182
i added a video to a playlist seether broken ft amy lee	neg	-0.4767
is the besttt	neu	0.0
playing my victory by crowder from the album american prodigal deluxe edition	pos	0.2023
nope also did not say that	neu	0.0
if your friends do not invite you to smoke are they really your friends	pos	0.6962
hey you see a young girl	neu	0.0
and the private system costs 5 times more and does not cover everyone and has long er lines which is better spayer	pos	0.4404
it is all about finding that someone who makes you forget about yourself	neg	-0.2263
should i have gone to the er for this via r medical	neu	0.0
ed sheeran or the weeknd — i no understand	neg	-0.296
gostei de um vídeo do daddy yankee shaky shaky remix behinds the scene free style by maggabraco	pos	0.128
either love like you give a sh t or be alone — your choice	pos	0.6908
this little boy is the cutest thing ever holy crap	pos	0.296
troop all i do is think of you via	neu	0.0
i asked corey to cut my grilled cheese into 4 is and he hands me this what kind of nonsense is this mess	neg	-0.7645
omg i love you more	pos	0.6369
love this borderlands inspired tesla	pos	0.8126
where are you	neu	0.0
i really just broke my retainer fuck man	neg	-0.7635
sitting far away in california i can feel the optimism confidence in happy people of up	pos	0.8885
i hate youuu	neg	-0.5719
so i need to kill that nigga	neg	-0.7152
and farage meeting assange and the turkey netherlands madness all in the same week is not some random shite is it	neg	-0.4404
i posted a new video to facebook	neu	0.0
sometimes im up sometimes im down these niggas change they is not around	neg	-0.34
who let the dog chained	neu	0.0
i just checked in at carolinas cantina with download today	neu	0.0
i voted for trump because he said he would not sell out or drain the swamp he check answers	neu	0.0
i really need to do something with my life and stop watching them do something with theirs n ni need to stop dreamin …	neg	-0.5267
i have yet to come across a biased algorithm that was not the result of biased data	neg	-0.4939
exactly why the jets need to stay the hell away from cutler i wanna lose games in peace lol	neg	-0.25
found a transponder snail n i ll never forget you local cook sets sail nhttps	pos	0.1695
the abc app has flash forward available in case you were wondering	neu	0.0
yeah you are missing the bigger picture democrats right republicans wrong do not get uppity	neg	-0.4767
i want to meet you for a bad cause	neg	-0.4939
i do not think i would run i think i would cry and try to fight it	neg	-0.6908
im so jealous	neg	-0.5095
probably within the last two years i did see the form to fill out so i ’ ll do that thanks	pos	0.4404
as we sit motionless in the parking garage long after the shuttles have gone only now do we see the true power of the villages	pos	0.4215
love this performance and also how engaged the other judges were	pos	0.7845
everybody that i know performed at the aloha fest today while i was working a birthday party and now i do not even know if can go tomorrow	pos	0.4019
a lot of people artists say give up on contouring just do strobing from now on i never liked contouring so yay	pos	0.3315
i am so bummed the bridgit mendler show and meet and greet i was going to got cancelled but now i can go to the united game instead	pos	0.5927
ms van thank you wonderful morning	pos	0.7351
i am an innocent victim	neu	0.0772
i am too turnt rnnn	neu	0.0
crash creates golden opportunity learn the strategy beh …	pos	0.296
what did you get for trading back	neu	0.0
hzd with live now on twitch n nfueled by bluvos n n …	neu	0.0
i love everybody i just want them to make good choices except see you never hobo	pos	0.8126
im earning rewards with	pos	0.4767
i love you thank you you are a wonderful bud	pos	0.886
new zealander daniel pearce is the clubhouse leader on 15 but another kiwi michael hendry leads at 19 w 6 holes …	neu	0.0
i know you heard all about me nsee me on tv instagram bitch im poppin	neg	-0.5859
sup pretty boi i miss u too ️	pos	0.3818
i need backup battle id 9c24e3b0 nlvl 100 xeno vohu manah	neg	-0.3818
you take us for fucking granted like what the fuck	pos	0.1459
if you wanna know the truth you gotta go straight to the source u0001f937 u200d ️	pos	0.4939
mfs keeping tryna spend me u0001f926 u200d ️ u0001f926 u200d ️ u0001f926 u200d ️ this the second mf what type of shit is this	neg	-0.5574
it is almost time for the new season of samurai jack	neu	0.0
these guys had a brilliant idea you can	pos	0.5859
wow tonight i escaped and ran from feds for the first time in my life im a new woman everything has changed	pos	0.5859
im gonna need it to get warmer outside not colder thanks	neu	-0.0531
dorkface mcdorkass hence the name	neu	0.0
saran username rapmon thank you	pos	0.3612
she really send the that and i cried apis freakin 3am hahahaha that is one in a million text thank u i luv u guys 🦄	neu	-0.0258
i wanted to see play in the state final this year	pos	0.34
im looking at all the photos from todays film and discussion and i am either crying or looking starstruck af in every photo of me omg	neg	-0.4767
i will host gtmv tonight no one snatch the spotlight	neg	-0.296
grandma refused to sell her house so the	neg	-0.296
niall horan	neu	0.0
i hate you — me too	neg	-0.5719
i guess we will see	neu	0.0
the most incredible colours at sunset la saline les …	neu	0.0
im earning in mplus places	neu	0.0
lol you see my tweet yesterday they are literally playing franchise mode in madden better than i could	pos	0.7579
barbie as the island princess sony playstation 2 2007 brand new sealed nice	pos	0.4215
man i love wearing gloves for 90 of my day	pos	0.6369
perfect for a friend spouse or child to join you for the catch rt	pos	0.8442
i have to take a 10 mins break right now but i leave at 7	neu	-0.0772
join the bob is discount furniture team see our latest opening here ny	pos	0.296
i cannot believe ppl can disrespect the by smoking during a concert	neg	-0.4215
so the boomer is really to blame after all	neg	-0.3976
i have just unlocked minimalistic fun achievement in paradise island 2	pos	0.8176
these are the highest paid sport stars you	neu	0.0
i e mlk flouted the state in much the same was as or resistance against slavery unsure of your distinction	neg	-0.7783
gastelum for the win tonight he is got this	pos	0.5859
i want you baby solamente	neu	0.0772
estonya porn girl images in the uk sex pistols lyrics	neu	0.0
retweeting all of the hilarious stuff going on lol	pos	0.6705
greetings allow me to introduce you to my house techno label on beatport	pos	0.5719
behind the scenes of highspeed saturday night join us live in less than 10 minutes …	pos	0.296
i hate driving	neg	-0.5719
hello friend do you want to see my personal photos visit web site in my profile qo	pos	0.5423
just beautiful rt big tiddays are the perfect accessory for a turtleneck	pos	0.8225
rudyg chrispyc da rnold use abuse lose tis gr8 is way bye trex you d fossil fuel soon shalt be fossilized	neg	-0.4939
y do not u review all the latest laptops notebooks	neu	0.0
for the full video go here ▶ 1 ▶	neu	0.0
i ain t ever did this before no	neg	-0.296
if i feel like her bf cannot beat me in a fight im going to shoot the ball	neg	-0.3612
as you can tell we are not okay and i refuse to believe stefan is gone	neu	0.0572
very true if you are unable to learn it means you are imperfect	pos	0.2006
today is s birthday could you wish her a happy birthday nyou still have 9 minutes	pos	0.7506
remember the world ’ s ‘ hottest felon ’ he is a	neu	0.0
oh shit i just saw previews of a freak nik documentary if you are in your early 20 is then you might wanna skip this one bless up	neg	-0.5719
the best home remedies to get instant relief	pos	0.8074
ncheck out my brand new video trickin off the streets nhttps	neu	0.0
i d tell you i love you but i m not a fucking liar	pos	0.7564
111 i need backup battle id 14e3b2ae nlvl 100 xeno vohu manah	neg	-0.3818
jimmy corkill was the best	pos	0.6369
i earned a steps bonus of 356 calories	pos	0.5423
im suppose to be getting my car next week	neu	0.0
i like how qur is 10 mins is like 1 hour later	pos	0.6124
attack 5h4rmony6	neg	-0.4767
your boyfriend should never come before your best friends and if he does you have your priorities wrong	pos	0.6369
keep it up with the voodoo reap	neu	0.0
is that what it is did not know they were playing until i saw it at the liquor store	pos	0.2023
i added a video to a playlist looney tunes cartoons compilation ultra hd 4k bugs bunny daffy duck	neu	0.0
hey if yall ever have a can win user of the year i think it is most appropriate	pos	0.5859
also i am not your fucking roll model lol anyways	pos	0.4703
thank you sweetheart	pos	0.7783
im not gonna act up tonight	neu	0.0
happy birthday i love you	pos	0.836
speaking of forced ships junbob appeared again las — smh the ship does not even make sense all the junhoe	neg	-0.6486
seo traianneacsu yes exactly glad you liked it via twitter	pos	0.8176
i love myself fr	pos	0.6369
rip to my youth and you could call this the funeral	neg	-0.3612
been about you since i met you	neu	0.0
i miss my puppy	neg	-0.1531
martystuart n ・ ・ ・ na row of boots belonging to the man in black displayed in marty is …	neu	0.0
interesting fact is when headliner post jungkook pictures everyone attached him now you can see similar photos from different fansites	pos	0.4019
i was sleeping and running errands lol	pos	0.4215
i do not kno what it is like to be blackor to be transbut i do know what it feels like to be marginalized can we all try to be empathetic	pos	0.7717
i will getcha all you can eat just have some patience with me	neu	0.0
extension seems more logical pomo is one of those guys in the 80s that would ring the doorbell shake your hand sell you a vacuum	pos	0.3612
i liked a video samurai jack s04e11 l tale of x9	pos	0.4215
fax lol if i remember correctly … yes	pos	0.6705
an i for one am hoping you will vote for i know try to kill him but he fighting for the dutch ppl	neg	-0.6369
only cheese pizza i eat out of the pizza chains	neu	0.0
well that explains everything	pos	0.2732
so am i	neu	0.0
22 ed sheeran songs that ll make you feel the most feelings ever	neu	0.0
hah you never know where i will be todd	neu	0.0
a former er nurse on why you need travel insurance	neu	0.0
do you know you are there in everyone is dream	pos	0.25
i used to love this show lol	pos	0.7906
apparently the left ignores cop killers nper usual	neg	-0.7506
preelection reports were that his office took control of the clinton fdn and public corruption investigations to s …	neu	0.0
im abt 4 days away from taking out my weave and just shaving my head	neu	0.0
the face when a drunkard calls into vikings fanline and your finger is hovering above the dump button	neg	-0.3818
hello sir this is my daughter 2nd video to impress and make you smile pls retweet if she could make you sm …	pos	0.6908
i fell asleep before the last fight scene not gonna lie	neg	-0.3818
